,ID,subsystem
667,FAOXC2251836m,Fatty acid oxidation
668,FAOXC2251836x,Fatty acid oxidation
669,FAOXC2252053m,Fatty acid oxidation
670,FAOXC2252053x,Fatty acid oxidation
671,FAOXC226205m,Fatty acid oxidation
672,FAOXC226205x,Fatty acid oxidation
673,FAOXC2442246x,Fatty acid oxidation
674,FAOXC2452253x,Fatty acid oxidation
675,FAOXC2452256x,Fatty acid oxidation
676,FAOXC246226x,Fatty acid oxidation
677,FAOXC260240x,Fatty acid oxidation
678,FAS100COA,Fatty acid synthesis
679,FAS120COA,Fatty acid synthesis
680,FAS140COA,Fatty acid synthesis
681,FAS160COA,Fatty acid synthesis
682,FAS180COA,Fatty acid synthesis
683,FAS80COA_L,Fatty acid synthesis
684,FBA,Glycolysis/gluconeogenesis
685,FBA2,Fructose and mannose metabolism
686,FBA4,Glyoxylate and dicarboxylate metabolism
687,FBA5,Galactose metabolism
688,FBP,Glycolysis/gluconeogenesis
689,FBP26,Fructose and mannose metabolism
690,FCLTm,Heme synthesis
691,FCOAH,Fatty acid oxidation
692,FDH,Fatty acid oxidation
693,FE3R2e,Heme synthesis
694,FK,Fructose and mannose metabolism
695,FKYNH,Tryptophan metabolism
696,FMNAT,Vitamin B2 metabolism
697,FOLR2,Folate metabolism
698,FPGS,Folate metabolism
699,FPGS2,Folate metabolism
700,FPGS2m,Folate metabolism
701,FPGS3,Folate metabolism
702,FPGS3m,Folate metabolism
703,FPGS4,Folate metabolism
704,FPGS4m,Folate metabolism
705,FPGS5,Folate metabolism
706,FPGS5m,Folate metabolism
707,FPGS6,Folate metabolism
708,FPGS6m,Folate metabolism
709,FPGS7,Folate metabolism
710,FPGS7m,Folate metabolism
711,FPGS8,Folate metabolism
712,FPGS8m,Folate metabolism
713,FPGS9,Folate metabolism
714,FPGS9m,Folate metabolism
715,FPGSm,Folate metabolism
716,FRTT,Cholesterol metabolism
717,FT,N-glycan synthesis
718,FTCD,Folate metabolism
719,FTHFCL,Folate metabolism
720,FTHFDH,Folate metabolism
721,FTHFL,Folate metabolism
722,FTHFLm,Folate metabolism
723,FUCASE2e,Keratan sulfate degradation
724,FUCASE2ly,Keratan sulfate degradation
725,FUCASEe,N-glycan degradation
726,FUCASEly,N-glycan degradation
727,FUM,Citric acid cycle
728,FUMAC,Tyrosine metabolism
729,FUMm,Citric acid cycle
730,FUT11g,Sphingolipid metabolism
731,FUT12g,Blood group synthesis
732,FUT14g,Blood group synthesis
733,FUT15g,Blood group synthesis
734,FUT16g,Blood group synthesis
735,FUT17g,Blood group synthesis
736,FUT18g,Blood group synthesis
737,FUT31g,Blood group synthesis
738,FUT32g,Blood group synthesis
739,FUT33g,Blood group synthesis
740,FUT34g,Blood group synthesis
741,FUT35g,Blood group synthesis
742,FUT910g,Blood group synthesis
743,FUT911g,Blood group synthesis
744,FUT91g,Blood group synthesis
745,FUT92g,Blood group synthesis
746,FUT93g,Blood group synthesis
747,FUT94g,Blood group synthesis
748,FUT95g,Blood group synthesis
749,FUT96g,Blood group synthesis
750,FUT97g,Blood group synthesis
751,FUT98g,Blood group synthesis
752,FUT99g,Blood group synthesis
753,G12MT1_U,N-glycan synthesis
754,G12MT2_U,N-glycan synthesis
755,G13MT_U,N-glycan synthesis
756,G14T10g,Keratan sulfate synthesis
757,G14T11g,Keratan sulfate synthesis
758,G14T12g,Keratan sulfate synthesis
759,G14T13g,Keratan sulfate synthesis
760,G14T14g,Keratan sulfate synthesis
761,G14T15g,Keratan sulfate synthesis
762,G14T16g,Keratan sulfate synthesis
763,G14T17g,Keratan sulfate synthesis
764,G14T18g,Keratan sulfate synthesis
765,G14T19g,Keratan sulfate synthesis
766,G14T20g,Keratan sulfate synthesis
767,G14T21g,Keratan sulfate synthesis
768,G14T2g,Keratan sulfate synthesis
769,G14T3g,Keratan sulfate synthesis
770,G14T4g,Keratan sulfate synthesis
771,G14T5g,Keratan sulfate synthesis
772,G14T6g,Keratan sulfate synthesis
773,G14T7g,Keratan sulfate synthesis
774,G14T8g,Keratan sulfate synthesis
775,G14T9g,Keratan sulfate synthesis
776,G14Tg,N-glycan synthesis
777,G16MT_U,N-glycan synthesis
778,G1PTT,Nucleotide sugar metabolism
779,G3PD1,Glycerophospholipid metabolism
780,G5SADrm,Arginine and Proline Metabolism
781,G5SDym,Urea cycle
782,G6PDA,Aminosugar metabolism
783,G6PDH1rer,Pentose phosphate pathway
784,G6PDH2r,Pentose phosphate pathway
785,G6PDH2rer,Pentose phosphate pathway
786,G6PPer,Glycolysis/gluconeogenesis
787,GACMTRc,Urea cycle
788,GAL3ST11,Sphingolipid metabolism
789,GAL3ST12,Sphingolipid metabolism
790,GALASE10ly,Keratan sulfate degradation
791,GALASE11ly,Keratan sulfate degradation
792,GALASE12ly,Keratan sulfate degradation
793,GALASE13ly,Keratan sulfate degradation
794,GALASE14ly,Keratan sulfate degradation
795,GALASE15ly,Keratan sulfate degradation
796,GALASE16ly,Keratan sulfate degradation
797,GALASE17ly,Keratan sulfate degradation
798,GALASE18ly,Keratan sulfate degradation
799,GALASE19ly,Keratan sulfate degradation
800,GALASE1ly,N-glycan degradation
801,GALASE20ly,Keratan sulfate degradation
802,GALASE3ly,Keratan sulfate degradation
803,GALASE4ly,Keratan sulfate degradation
804,GALASE5ly,Keratan sulfate degradation
805,GALASE6ly,Keratan sulfate degradation
806,GALASE7ly,Keratan sulfate degradation
807,GALASE8ly,Keratan sulfate degradation
808,GALASE9ly,Keratan sulfate degradation
809,GALC,Sphingolipid metabolism
810,GALGT1,Sphingolipid metabolism
811,GALGT2,Sphingolipid metabolism
812,GALGT3,Sphingolipid metabolism
813,GALGT4,Sphingolipid metabolism
814,GALK,Galactose metabolism
815,GALNACT1g,Chondroitin synthesis
816,GALNACT2g,Chondroitin synthesis
817,GALNACT3g,Chondroitin synthesis
818,GALNACT4g,Chondroitin synthesis
819,GALNACT5g,Chondroitin synthesis
820,GALNTg,O-glycan synthesis
821,GALOR,Galactose metabolism
822,GALT,Galactose metabolism
823,GALT2g,Chondroitin synthesis
824,GALTg,Chondroitin synthesis
825,GALU,Galactose metabolism
826,GAMYe,Starch and sucrose metabolism
827,GAO1,Sphingolipid metabolism
828,GAO1g,Sphingolipid metabolism
829,GAO2,Sphingolipid metabolism
830,GAO2g,Sphingolipid metabolism
831,GAPD,Glycolysis/gluconeogenesis
832,GARFT,Purine synthesis
833,GASNASE2ly,N-glycan degradation
834,GASNASE3ly,Keratan sulfate degradation
835,GASNASEly,N-glycan degradation
836,GBA,Sphingolipid metabolism
837,GBAl,Sphingolipid metabolism
838,GBGT1,Sphingolipid metabolism
839,GCALDD,Glyoxylate and dicarboxylate metabolism
840,GCALDDm,Glyoxylate and dicarboxylate metabolism
841,GCC2am,"Glycine, serine, alanine and threonine metabolism"
842,GCC2bim,"Glycine, serine, alanine and threonine metabolism"
843,GCC2cm,"Glycine, serine, alanine and threonine metabolism"
844,GCCam,"Glycine, serine, alanine and threonine metabolism"
845,GCCbim,"Glycine, serine, alanine and threonine metabolism"
846,GCCcm,"Glycine, serine, alanine and threonine metabolism"
847,GCNTg,Blood group synthesis
848,GF6PTA,Aminosugar metabolism
849,GFUCS,Fructose and mannose metabolism
850,GGH_10FTHF5GLUe,Folate metabolism
851,GGH_10FTHF5GLUl,Folate metabolism
852,GGH_10FTHF6GLUe,Folate metabolism
853,GGH_10FTHF6GLUl,Folate metabolism
854,GGH_10FTHF7GLUe,Folate metabolism
855,GGH_10FTHF7GLUl,Folate metabolism
856,GGH_5DHFe,Folate metabolism
857,GGH_5DHFl,Folate metabolism
858,GGH_5THFe,Folate metabolism
859,GGH_5THFl,Folate metabolism
860,GGH_6DHFe,Folate metabolism
861,GGH_6DHFl,Folate metabolism
862,GGH_6THFe,Folate metabolism
863,GGH_6THFl,Folate metabolism
864,GGH_7DHFe,Folate metabolism
865,GGH_7DHFl,Folate metabolism
866,GGH_7THFe,Folate metabolism
867,GGH_7THFl,Folate metabolism
868,GGNG,Starch and sucrose metabolism
869,GGT_U,N-glycan synthesis
870,GGT5r,Eicosanoid metabolism
871,GGT6,Eicosanoid metabolism
872,GHMT2r,"Glycine, serine, alanine and threonine metabolism"
873,GHMT2rm,"Glycine, serine, alanine and threonine metabolism"
874,GHMT3,Lysine metabolism
875,GHMT3m,Lysine metabolism
876,GK1,Nucleotide interconversion
877,GK1m,Nucleotide interconversion
878,GLACO,Vitamin C metabolism
879,GLACOm,Vitamin C metabolism
880,GLAl,Sphingolipid metabolism
881,GLB1,Sphingolipid metabolism
882,GLBRAN,Starch and sucrose metabolism
883,GLCAASE1ly,Heparan sulfate degradation
884,GLCAASE4ly,Chondroitin sulfate degradation
885,GLCAASE5ly,Chondroitin sulfate degradation
886,GLCAASE6ly,Chondroitin sulfate degradation
887,GLCAASE7ly,Chondroitin sulfate degradation
888,GLCAASE8ly,Hyaluronan metabolism
889,GLCAASE9ly,Hyaluronan metabolism
890,GLCAE1g,Chondroitin synthesis
891,GLCAE2g,Chondroitin synthesis
892,GLCAT2g,Chondroitin synthesis
893,GLCAT3g,Chondroitin synthesis
894,GLCAT4g,Chondroitin synthesis
895,GLCAT5g,Chondroitin synthesis
896,GLCAT6g,Chondroitin synthesis
897,GLCAT7g,Chondroitin synthesis
898,GLCAT8g,Chondroitin synthesis
899,GLCAT9g,Chondroitin synthesis
900,GLCATg,Chondroitin synthesis
901,GLCNACASE1ly,Heparan sulfate degradation
902,GLCNACASE2ly,Heparan sulfate degradation
903,GLCNACASE3ly,Heparan sulfate degradation
904,GLCNACASE4ly,Heparan sulfate degradation
905,GLCNACASE5ly,Heparan sulfate degradation
906,GLCNACDASg,Chondroitin synthesis
907,GLCNACPT_U,N-glycan synthesis
908,GLCNACT_U,N-glycan synthesis
909,GLCNACT1g,Chondroitin synthesis
910,GLCNACT2g,Chondroitin synthesis
911,GLCNACT3g,Chondroitin synthesis
912,GLCNACT4g,Chondroitin synthesis
913,GLCNACT5g,Chondroitin synthesis
914,GLDBRAN,Starch and sucrose metabolism
915,GLGNS1,Starch and sucrose metabolism
916,GLNLASEer,Vitamin C metabolism
917,GLNS,Glutamate metabolism
918,GLPASE1,Starch and sucrose metabolism
919,GLPASE2,Starch and sucrose metabolism
920,GLRASE,Vitamin C metabolism
921,GLU5Km,Urea cycle
922,GLUCYS,Glutathione metabolism
923,GLUDC,Glutamate metabolism
924,GLUDxm,Glutamate metabolism
925,GLUDym,Glutamate metabolism
926,GluForTx,Histidine metabolism
927,GLUNm,Glutamate metabolism
928,GLUPRT,Purine synthesis
929,GLUTCOADHm,Tryptophan metabolism
930,GLXO1,Glyoxylate and dicarboxylate metabolism
931,GLXO2p,Glyoxylate and dicarboxylate metabolism
932,GLYAMDTRc,Urea cycle
933,GLYATm,"Glycine, serine, alanine and threonine metabolism"
934,GLYCK2,Glyoxylate and dicarboxylate metabolism
935,GLYCLTDy,Glyoxylate and dicarboxylate metabolism
936,GLYCLTDym,Glyoxylate and dicarboxylate metabolism
937,GLYCTO1p,Glyoxylate and dicarboxylate metabolism
938,GLYK,Glycerophospholipid metabolism
939,GLYKm,Glycerophospholipid metabolism
940,GLYOp,"Glycine, serine, alanine and threonine metabolism"
941,GLYOX,Pyruvate metabolism
942,GLYOXm,Pyruvate metabolism
943,GMAND,Fructose and mannose metabolism
944,GMPR,Nucleotide interconversion
945,GMPS2,Nucleotide interconversion
946,GNDer,Pentose phosphate pathway
947,GNMT,"Glycine, serine, alanine and threonine metabolism"
948,GPAM_hs,Triacylglycerol synthesis
949,GPAMm_hs,Triacylglycerol synthesis
950,GPDDA1,Glycerophospholipid metabolism
951,GPIAT,Phosphatidylinositol phosphate metabolism
952,GPIDA2er,Phosphatidylinositol phosphate metabolism
953,GPIDAer,Phosphatidylinositol phosphate metabolism
954,GPIMTer_U,Phosphatidylinositol phosphate metabolism
955,GRTT,Cholesterol metabolism
956,GRTTx,Cholesterol metabolism
957,GSNKm,Nucleotide interconversion
958,GTHDH,Vitamin C metabolism
959,GTHO,Glutamate metabolism
960,GTHOm,Glutamate metabolism
961,GTHP,Glutathione metabolism
962,GTHPe,Glutathione metabolism
963,GTHPm,Glutathione metabolism
964,GTHS,Glutathione metabolism
965,GTPCI,Tetrahydrobiopterin metabolism
966,GTPCIn,Tetrahydrobiopterin metabolism
967,GUACYC,Nucleotide interconversion
968,GUAD,Purine catabolism
969,GUAPRT,Nucleotide salvage pathway
970,GULN3D,Pentose phosphate pathway
971,GULNDer,Pentose phosphate pathway
972,GUR1PP,Pentose phosphate pathway
973,H2CO3D,Miscellaneous
974,H2CO3Dm,Miscellaneous
975,H2ETer,Phosphatidylinositol phosphate metabolism
976,H2MTer_U,Phosphatidylinositol phosphate metabolism
977,H2O2syn,Tyrosine metabolism
978,H3ETer,Phosphatidylinositol phosphate metabolism
979,H3MTer_U,Phosphatidylinositol phosphate metabolism
980,H4ET3er,Phosphatidylinositol phosphate metabolism
981,H4ETer,Phosphatidylinositol phosphate metabolism
982,H5MTer_U,Phosphatidylinositol phosphate metabolism
983,H6_ET2er,Phosphatidylinositol phosphate metabolism
984,H6ET3er,Phosphatidylinositol phosphate metabolism
985,H6_ETer,Phosphatidylinositol phosphate metabolism
986,H6MTer_U,Phosphatidylinositol phosphate metabolism
987,H7ET2er,Phosphatidylinositol phosphate metabolism
988,H7_ETer,Phosphatidylinositol phosphate metabolism
989,H7MTer_U,Phosphatidylinositol phosphate metabolism
990,H7_TAer,Phosphatidylinositol phosphate metabolism
991,H8MTer_L,Phosphatidylinositol phosphate metabolism
992,H8MTer_U,Phosphatidylinositol phosphate metabolism
993,H8TAer,Phosphatidylinositol phosphate metabolism
994,HACD1m,Tryptophan metabolism
995,HACD1x,Tryptophan metabolism
996,HACD9m,"Valine, leucine, and isoleucine metabolism"
997,HBZOPT10m,Ubiquinone synthesis
998,HEX1,Glycolysis/gluconeogenesis
999,HEX10,Aminosugar metabolism
1000,HEX4,Fructose and mannose metabolism
1001,HEX7,Fructose and mannose metabolism
1002,HEXCCPT1,Fatty acid oxidation
1003,HEXCCPT2,Fatty acid oxidation
1004,HGNTOR,Tyrosine metabolism
1005,HIBDm,"Valine, leucine, and isoleucine metabolism"
1006,HISD,Histidine metabolism
1007,HISDC,Histidine metabolism
1008,HISTASE,Histidine metabolism
1009,HKYNH,Tryptophan metabolism
1010,HMBS,Heme synthesis
1011,HMGCOARr,Cholesterol metabolism
1012,HMGCOASi,Cholesterol metabolism
1013,HMGCOASim,Cholesterol metabolism
1014,HMGLm,Cholesterol metabolism
1015,HMGLx,Cholesterol metabolism
1016,HOXG,Heme degradation
1017,HPCLx,Fatty acid oxidation
1018,HPDCACRNCPT1,Fatty acid oxidation
1019,HPDCACRNCPT2,Fatty acid oxidation
1020,HPYRDC,Glyoxylate and dicarboxylate metabolism
1021,HPYRDCm,Glyoxylate and dicarboxylate metabolism
1022,HPYRR2x,Glyoxylate and dicarboxylate metabolism
1023,HPYRRy,Glyoxylate and dicarboxylate metabolism
1024,HS1ly,Heparan sulfate degradation
1025,HS2ly,Heparan sulfate degradation
1026,HS3ly,Heparan sulfate degradation
1027,HS4ly,Heparan sulfate degradation
1028,HSD11B1r,Steroid metabolism
1029,HSD11B2r,Steroid metabolism
1030,HSD17B1,Steroid metabolism
1031,HSD17B2r,Steroid metabolism
1032,HSD17B42x,Bile acid synthesis
1033,HSD17B4x,Bile acid synthesis
1034,HSD17B7r,Steroid metabolism
1035,HSD17B8r,Steroid metabolism
1036,HSD17B9r,Steroid metabolism
1037,HSD3A1r,Steroid metabolism
1038,HSD3A2r,Steroid metabolism
1039,HSD3B11,Steroid metabolism
1040,HSD3B11r,Steroid metabolism
1041,HSD3B12r,Steroid metabolism
1042,HSD3B13,Steroid metabolism
1043,HSD3B13r,Steroid metabolism
1044,HSD3B2r,Steroid metabolism
1045,HSD3B3r,Steroid metabolism
1046,HSD3B7P,Bile acid synthesis
1047,HSPASEly,Heparan sulfate degradation
1048,HXPRT,Nucleotide salvage pathway
1049,HYPOE,Vitamin B6 metabolism
1050,HYPTROX,Taurine and hypotaurine metabolism
1051,ICDHxm,Citric acid cycle
1052,ICDHy,Citric acid cycle
1053,ICDHyp,Citric acid cycle
1054,ICDHyrm,Citric acid cycle
1055,IDHPOXOX2b,Tyrosine metabolism
1056,IDHPOXOX3,Tyrosine metabolism
1057,IDHPOXOX4,Tyrosine metabolism
1058,IDHPOXOXb,Tyrosine metabolism
1059,IDOAASE1ly,Heparan sulfate degradation
1060,IDOAASE2ly,Heparan sulfate degradation
1061,IDOAASE3ly,Heparan sulfate degradation
1062,IDOAASE4ly,Chondroitin sulfate degradation
1063,ILETA,"Valine, leucine, and isoleucine metabolism"
1064,ILETAm,"Valine, leucine, and isoleucine metabolism"
1065,IMACTD,Histidine metabolism
1066,IMACTD_m,Histidine metabolism
1067,IMPC,Purine synthesis
1068,IMPD,Nucleotide interconversion
1069,INOSTO,Inositol phosphate metabolism
1070,INSKm,Nucleotide interconversion
1071,IPDDIx,Cholesterol metabolism
1072,ITCOAL1m,C5-branched dibasic acid metabolism
1073,ITCOALm,C5-branched dibasic acid metabolism
1074,IZPN,Histidine metabolism
1075,KDNH,Aminosugar metabolism
1076,KHK,Fructose and mannose metabolism
1077,KHK2,Glyoxylate and dicarboxylate metabolism
1078,KHK3,Galactose metabolism
1079,KYN,Tryptophan metabolism
1080,KYN3OX,Tryptophan metabolism
1081,KYNAKGAT,Tryptophan metabolism
1082,KYNATESYN,Tryptophan metabolism
1083,LACZe,Galactose metabolism
1084,LACZly,Galactose metabolism
1085,LALDO,Pyruvate metabolism
1086,LALDO2x,Pyruvate metabolism
1087,LAPCOAl,CoA catabolism
1088,LCADi,Pyruvate metabolism
1089,LCADi_D,Pyruvate metabolism
1090,LCADi_Dm,Pyruvate metabolism
1091,LCADim,Pyruvate metabolism
1092,LCAT1e,Fatty acid oxidation
1093,LCYSTAT,Methionine and cysteine metabolism
1094,LCYSTATm,Methionine and cysteine metabolism
1095,LCYSTCBOXL,Taurine and hypotaurine metabolism
1096,LDH_D,Pyruvate metabolism
1097,LDH_L,Glycolysis/gluconeogenesis
1098,LDH_Lm,Pyruvate metabolism
1099,LEUTA,"Valine, leucine, and isoleucine metabolism"
1100,LEUTAm,"Valine, leucine, and isoleucine metabolism"
1101,LFORKYNHYD,Tryptophan metabolism
1102,LGNCCPT1,Fatty acid oxidation
1103,LGNCCPT2,Fatty acid oxidation
1104,LGTHL,Pyruvate metabolism
1105,LINKDEG1ly,Heparan sulfate degradation
1106,LINKDEG2ly,Chondroitin sulfate degradation
1107,LINKDEG3ly,Chondroitin sulfate degradation
1108,LINKDEG4ly,Chondroitin sulfate degradation
1109,LNELDCCPT1,Fatty acid oxidation
1110,LNELDCCPT2,Fatty acid oxidation
1111,LNLCCPT1,Fatty acid oxidation
1112,LNLCCPT2,Fatty acid oxidation
1113,LNLNCACPT1,Fatty acid oxidation
1114,LNLNCACPT2,Fatty acid oxidation
1115,LNLNCGCPT1,Fatty acid oxidation
1116,LNLNCGCPT2,Fatty acid oxidation
1117,LNS14DM,Cholesterol metabolism
1118,LNSTLSr,Cholesterol metabolism
1119,LPASE,Glycerophospholipid metabolism
1120,LPCOXp,Lysine metabolism
1121,LPS,Triacylglycerol synthesis
1122,LPS2,Triacylglycerol synthesis
1123,LPS2e,Fatty acid oxidation
1124,LPS3,Triacylglycerol synthesis
1125,LPS3e,Fatty acid oxidation
1126,LPS4e,Triacylglycerol synthesis
1127,LPSe,Triacylglycerol synthesis
1128,LRAT,Vitamin A metabolism
1129,LRAT1,Vitamin A metabolism
1130,LRAT2,Vitamin A metabolism
1131,LS3,Vitamin D metabolism
1132,LSTO1r,Cholesterol metabolism
1133,LSTO2r,Cholesterol metabolism
1134,LTA4H,Eicosanoid metabolism
1135,LTC4CP,Eicosanoid metabolism
1136,LTC4Sr,Eicosanoid metabolism
1137,LTD4DP,Eicosanoid metabolism
1138,LTDCL,Tryptophan metabolism
1139,LYSMTF1n,Lysine metabolism
1140,LYSMTF2n,Lysine metabolism
1141,LYSMTF3n,Lysine metabolism
1142,LYSOXp,Lysine metabolism
1143,M1316Mg,N-glycan synthesis
1144,M13N2Tg,N-glycan synthesis
1145,M13N4Tg,N-glycan synthesis
1146,M14NTg,N-glycan synthesis
1147,M16N4Tg,N-glycan synthesis
1148,M16N6Tg,N-glycan synthesis
1149,M16NTg,N-glycan synthesis
1150,M4ATAer,Phosphatidylinositol phosphate metabolism
1151,M4BET2er,Phosphatidylinositol phosphate metabolism
1152,M4BTAer,Phosphatidylinositol phosphate metabolism
1153,M4CET3er,Phosphatidylinositol phosphate metabolism
1154,MACACI,Tyrosine metabolism
1155,MACOXO,Histidine metabolism
1156,MALT,Starch and sucrose metabolism
1157,MALTe,Starch and sucrose metabolism
1158,MALTly,Starch and sucrose metabolism
1159,MAN1_6B1er,N-glycan synthesis
1160,MAN1_7Ber,N-glycan synthesis
1161,MAN1PT2,Fructose and mannose metabolism
1162,MAN2_6B1er,N-glycan synthesis
1163,MAN2_7Cer,N-glycan synthesis
1164,MAN6PI,Fructose and mannose metabolism
1165,MAOLNOR,Tyrosine metabolism
1166,MAOX,Tyrosine metabolism
1167,MCCCrm,"Valine, leucine, and isoleucine metabolism"
1168,MCD,Fatty acid oxidation
1169,MCDm,Fatty acid oxidation
1170,MCDp,Fatty acid oxidation
1171,MCITS,Propanoate metabolism
1172,MCLACCYSR,Methionine and cysteine metabolism
1173,MCLOR,Methionine and cysteine metabolism
1174,MCOATA,Fatty acid oxidation
1175,MCOATAm,Fatty acid oxidation
1176,MCPST,Methionine and cysteine metabolism
1177,MDH,Citric acid cycle
1178,MDHm,Citric acid cycle
1179,MDRPD,Arginine and Proline Metabolism
1180,ME1m,Pyruvate metabolism
1181,ME2,Pyruvate metabolism
1182,ME2m,Pyruvate metabolism
1183,MECOALm,C5-branched dibasic acid metabolism
1184,MECOAS1m,C5-branched dibasic acid metabolism
1185,MELATN23DOX,Tryptophan metabolism
1186,MELATNOX,Tryptophan metabolism
1187,MESCOALm,C5-branched dibasic acid metabolism
1188,METAT,Methionine and cysteine metabolism
1189,METS,Methionine and cysteine metabolism
1190,MEVK1x,Cholesterol metabolism
1191,MG1er,N-glycan synthesis
1192,MG2er,N-glycan synthesis
1193,MG3er,N-glycan synthesis
1194,MGACONm,C5-branched dibasic acid metabolism
1195,MGCHrm,"Valine, leucine, and isoleucine metabolism"
1196,MGSA,Pyruvate metabolism
1197,MGSA2,Pyruvate metabolism
1198,MHISOR,Histidine metabolism
1199,MI13456PK,Inositol phosphate metabolism
1200,MI1345PKn,Inositol phosphate metabolism
1201,MI1345PP,Inositol phosphate metabolism
1202,MI1346PKn,Inositol phosphate metabolism
1203,MI134P4P,Inositol phosphate metabolism
1204,MI134PK,Inositol phosphate metabolism
1205,MI134PP,Inositol phosphate metabolism
1206,MI13PP,Inositol phosphate metabolism
1207,MI1456PKn,Inositol phosphate metabolism
1208,MI145P6Kn,Inositol phosphate metabolism
1209,MI145PK,Inositol phosphate metabolism
1210,MI145PKn,Inositol phosphate metabolism
1211,MI145PP,Inositol phosphate metabolism
1212,MI14P4P,Inositol phosphate metabolism
1213,MI14PP,Inositol phosphate metabolism
1214,MI1PP,Inositol phosphate metabolism
1215,MI1PS,Inositol phosphate metabolism
1216,MI3456PK,Inositol phosphate metabolism
1217,MI34PP,Inositol phosphate metabolism
1218,MI3PP,Inositol phosphate metabolism
1219,MI4PP,Inositol phosphate metabolism
1220,MICITDr,Propanoate metabolism
1221,MLTG1,Starch and sucrose metabolism
1222,MLTG1e,Starch and sucrose metabolism
1223,MLTG1ly,Starch and sucrose metabolism
